,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
19,19,19,19,19,2017-09-18,51.889998999999996,52.580002,51.369999,52.509997999999996,49.693335999999995,25845500,1.9857170057405067
20,20,20,20,20,2017-09-25,52.459998999999996,54.799999,51.549999,53.360001000000004,50.497746,48083900,1.9840704088442578
21,21,21,21,21,2017-10-02,53.639998999999996,55.110001000000004,53.200001,55.0,52.049778,28221700,1.9701818363636365
22,22,22,22,22,2017-10-09,55.049999,55.43,54.110001000000004,54.650002,51.718552,25225500,2.0064043547518993
23,23,23,23,23,2017-10-16,54.619999,56.599998,54.400002,56.32,53.55968100000001,28595700,1.9703480468749999
24,24,24,24,24,2017-10-23,56.209998999999996,56.689999,55.080002,55.369999,52.656242000000006,27780100,2.0171573237702245
25,25,25,25,25,2017-10-30,55.18,55.5,53.610001000000004,55.470001,52.751346999999996,34380900,1.9981971877015108
26,26,26,26,26,2017-11-06,55.32,55.5,54.369999,54.799999,52.114178,20366700,2.012226314091721
27,27,27,27,27,2017-11-13,54.689999,55.84,54.540001000000004,55.560001,52.836937,28185800,1.986321058561536
28,28,28,28,28,2017-11-20,55.66,56.32,55.130001,56.130001,53.37899399999999,14012800,1.9898450028532868
29,29,29,29,29,2017-11-27,56.169998,56.68,55.27,55.98,53.236351,34046500,2.0026795462665237
30,30,30,30,30,2017-12-04,56.139998999999996,56.200001,54.32,54.639998999999996,51.962025,26264600,2.0245241768763576
31,31,31,31,31,2017-12-11,54.77,55.869999,54.48,55.5,52.779869,44686700,1.9845044864864863
32,32,32,32,32,2017-12-18,55.52,57.32,55.419998,56.93,54.139786,36723100,1.9748814333391886
33,33,33,33,33,2017-12-25,57.009997999999996,57.77,56.900002,57.07,54.27293,15814100,1.9975468722621341
34,34,34,34,34,2018-01-01,58.200001,59.599998,57.82,58.990002000000004,56.098827,27873400,1.9674520777266626
35,35,35,35,35,2018-01-08,58.849998,59.240002000000004,58.290001000000004,58.84,55.956173,27781000,2.002549320190347
36,36,36,36,36,2018-01-15,58.889998999999996,59.68,58.23,59.310001,56.672878000000004,25233400,1.992075518595928
37,37,37,37,37,2018-01-22,58.880001,64.599998,58.450001,63.419998,60.60012800000001,52173600,1.9351939903877007
38,38,38,38,38,2018-01-29,63.09,63.470001,61.639998999999996,61.689999,58.94706,43388600,2.028043427266063
39,39,39,39,39,2018-02-05,61.599998,61.869999,55.580002,57.169998,54.62802900000001,48538500,2.079062465596028
40,40,40,40,40,2018-02-12,57.700001,60.540001000000004,56.810001,60.169998,57.494637,29500800,1.9501412647545708
41,41,41,41,41,2018-02-19,59.68,59.990002000000004,58.799999,59.709998999999996,57.055088,23706600,2.0077038855753457
42,42,42,42,42,2018-02-26,59.860001000000004,61.240002000000004,58.43,59.459998999999996,56.8162,38128700,2.004204507302464
43,43,43,43,43,2018-03-05,58.91,63.700001,58.900002,63.599998,60.77212900000001,36777100,1.9349056740536374
44,44,44,44,44,2018-03-12,63.59,63.950001,62.52,63.18,60.3708,35654900,2.006647641658753
45,45,45,45,45,2018-03-19,63.130001,63.240002000000004,59.360001000000004,59.5,56.854424,24053600,2.0618487394957983
46,46,46,46,46,2018-03-26,60.279999,61.619999,59.18,59.919998,57.25575600000001,26845400,1.9929906873494887
47,47,47,47,47,2018-04-02,59.82,60.150002,56.990002000000004,57.57,55.01024200000001,34296800,2.040819836720514
48,48,48,48,48,2018-04-09,57.860001000000004,59.610001000000004,57.450001,58.490002000000004,55.889336,27731600,1.9842707818679848
49,49,49,49,49,2018-04-16,59.0,60.029999,57.450001,59.189999,56.83045600000001,38603600,1.9881737284705818
50,50,50,50,50,2018-04-23,59.279999,59.689999,57.669998,59.560001,57.185706999999994,29414600,1.9937877435562836
51,51,51,51,51,2018-04-30,59.759997999999996,59.799999,56.810001,58.740002000000004,56.398396,28496600,2.013959805449104
52,52,52,52,52,2018-05-07,58.990002000000004,61.299999,58.240002000000004,61.259997999999996,58.81793199999999,27097200,1.9588639229142646
53,53,53,53,53,2018-05-14,61.5,62.169998,60.32,61.709998999999996,59.249995999999996,27143400,1.992707810609428
54,54,54,54,54,2018-05-21,62.0,62.720001,60.959998999999996,62.369999,59.883686,25353300,1.9894179892483241
55,55,55,55,55,2018-05-28,61.580002,62.650002,60.849998,62.41,59.922092000000006,20839500,1.999359061047909
56,56,56,56,56,2018-06-04,62.32,63.849998,62.279999,63.27,60.74781,21106300,1.9864074600916706
57,57,57,57,57,2018-06-11,63.279999,63.48,62.259997999999996,62.91,60.402161,32237700,2.0057224606580832
58,58,58,58,58,2018-06-18,62.59,62.869999,61.450001,61.939999,59.470833,22551600,2.0156603328327467
59,59,59,59,59,2018-06-25,61.700001,62.139998999999996,60.32,60.990002000000004,58.558701,27026100,2.015576274288366
60,60,60,60,60,2018-07-02,60.630001,62.400002,60.32,62.16,59.68206,14323500,1.9811776383526385
61,61,61,61,61,2018-07-09,62.23,63.439999,62.139998999999996,63.060001,60.546181000000004,20095900,1.9857278625796406
62,62,62,62,62,2018-07-16,62.950001,65.5,61.549999,63.32,61.06910300000001,36886000,1.9958938881869865
63,63,63,63,63,2018-07-23,63.259997999999996,65.900002,62.869999,65.260002,62.94014,27016200,1.97027272539771
64,64,64,64,64,2018-07-30,64.970001,65.769997,63.91,65.230003,62.911201,23321800,2.0004598957323365
65,65,65,65,65,2018-08-06,65.089996,65.5,63.869999,64.029999,61.753864,17542500,2.0187412778188545
66,66,66,66,66,2018-08-13,64.019997,64.91999799999999,63.07,64.720001,62.419334,19861800,1.989338659002802
67,67,67,67,67,2018-08-20,65.0,66.260002,64.379997,66.099998,63.750275,22583900,1.9791225863577182
68,68,68,68,68,2018-08-27,66.449997,67.360001,66.33000200000001,66.839996,64.463966,22068600,1.9889288144182415
69,69,69,69,69,2018-09-03,66.739998,67.110001,65.220001,66.209999,63.856365000000004,22774400,2.009515133809321
70,70,70,70,70,2018-09-10,66.449997,68.82,66.110001,68.41999799999999,65.987808,20171400,1.9676995167407052
71,71,71,71,71,2018-09-17,68.41999799999999,69.25,67.510002,69.050003,66.595413,27065500,1.9908761046686703
72,72,72,72,72,2018-09-24,70.790001,73.58000200000002,70.32,73.360001,70.752197,39290100,1.941248664923001
73,73,73,73,73,2018-10-01,73.809998,74.150002,71.050003,71.58000200000002,69.035484,32530800,2.024867266698316
74,74,74,74,74,2018-10-08,71.58000200000002,72.389999,67.650002,69.33000200000001,66.86545600000001,43255600,2.032453482404342
75,75,75,75,75,2018-10-15,69.339996,71.18,67.230003,67.589996,65.45533,43639100,2.025743543467587
76,76,76,76,76,2018-10-22,67.739998,69.199997,65.779999,66.989998,64.87428299999999,39939100,2.0089565310928954
77,77,77,77,77,2018-10-29,68.0,71.379997,66.389999,70.190002,67.973228,34885400,1.9544094043479296
78,78,78,78,78,2018-11-05,70.480003,73.08000200000002,69.989998,72.790001,70.491112,27563300,1.964280822032136
79,79,79,79,79,2018-11-12,72.730003,72.900002,67.940002,72.040001,69.764786,34953600,2.0104108826983498
80,80,80,80,80,2018-11-19,72.0,72.410004,67.83000200000001,68.110001,65.958916,24498500,2.0577007773058176
81,81,81,81,81,2018-11-26,68.730003,74.230003,68.379997,74.050003,71.711311,35282500,1.9197839060182078
82,82,82,82,82,2018-12-03,74.290001,74.91999799999998,69.190002,69.949997,67.74078399999999,32265100,2.0586133835002167
83,83,83,83,83,2018-12-10,70.040001,73.860001,68.790001,70.760002,68.525215,32214400,1.9885527843823405
84,84,84,84,84,2018-12-17,70.379997,71.470001,66.989998,67.269997,65.14544699999999,48920100,2.0518805582821713
85,85,85,85,85,2018-12-24,66.82,72.050003,65.440002,71.089996,68.844788,24525300,1.9462653085534005
86,86,86,86,86,2018-12-31,71.57,72.760002,65.5,68.110001,65.958916,33701300,2.0437526788466793
87,87,87,87,87,2019-01-07,68.190002,69.860001,67.0,69.33000200000001,67.140381,39133300,1.9824029862280976
88,88,88,88,88,2019-01-14,68.410004,71.739998,68.129997,71.41999799999998,69.164375,32619400,1.9707365435658517
89,89,89,89,89,2019-01-21,70.970001,71.769997,69.269997,71.150002,69.222404,27999600,2.0037947433929797
90,90,90,90,90,2019-01-28,70.519997,73.239998,68.800003,72.360001,70.39962,35507500,1.98327806822446
91,91,91,91,91,2019-02-04,72.389999,73.559998,71.5,73.33000200000002,71.343346,27359900,1.9867721127295206
92,92,92,92,92,2019-02-11,73.480003,75.400002,73.290001,75.25,73.21131899999997,30466400,1.9744850764119606
93,93,93,93,93,2019-02-18,75.160004,76.449997,74.599998,76.129997,74.06749,21723800,1.9884408638555444
94,94,94,94,94,2019-02-25,76.389999,78.739998,76.239998,78.589996,76.46084599999998,28864300,1.9686983188038334
95,95,95,95,95,2019-03-04,78.839996,78.970001,75.860001,76.629997,74.55393199999997,25880400,2.025577438036439
96,96,96,96,96,2019-03-11,76.91999799999998,80.150002,76.699997,79.860001,77.696442,32698900,1.9595541703036043
97,97,97,97,97,2019-03-18,79.949997,80.489998,77.690002,77.970001,75.85764300000002,32540500,2.024240092032319
98,98,98,98,98,2019-03-25,77.809998,79.989998,77.620003,79.940002,77.77426899999998,23109900,1.975356505495209
99,99,99,99,99,2019-04-01,80.66999799999998,80.739998,78.0,79.0,76.859726,20639300,2.0118987594936706
100,100,100,100,100,2019-04-08,78.910004,79.41999799999998,77.82,78.010002,75.896553,25534300,2.0126906547188654
101,101,101,101,101,2019-04-15,78.110001,78.699997,72.360001,73.91999799999998,72.211685,33247500,2.0553301421896686
102,102,102,102,102,2019-04-22,73.129997,78.57,73.0,78.559998,76.744461,29170800,1.940936862040144
103,103,103,103,103,2019-04-29,78.559998,79.690002,77.58000200000002,78.690002,76.871452,27136300,1.998347896852258
104,104,104,104,104,2019-05-06,77.41999799999998,79.16999799999998,74.540001,76.449997,74.68321999999998,21422200,2.0293002627586763
105,105,105,105,105,2019-05-13,75.16999799999998,77.370003,74.959999,75.970001,74.21431700000002,26138900,2.006318230797443
106,106,106,106,106,2019-05-20,75.599998,77.08000200000002,75.199997,76.980003,75.200974,21748800,1.9868796835458682
107,107,107,107,107,2019-05-27,77.029999,77.980003,74.940002,76.129997,74.370605,19602800,2.0111651915604307
108,108,108,108,108,2019-06-03,76.25,81.160004,75.440002,80.739998,78.87406899999998,28511800,1.9429031321006476
109,109,109,109,109,2019-06-10,81.0,82.860001,80.440002,82.220001,80.31987,21156400,1.9819994772318232
110,110,110,110,110,2019-06-17,82.389999,85.360001,81.66999799999998,85.0,83.035622,29754100,1.9672941294117647
111,111,111,111,111,2019-06-24,84.779999,85.449997,82.629997,84.099998,82.156425,35726600,2.010701569814544
112,112,112,112,112,2019-07-01,84.739998,85.650002,83.75,85.41999799999998,83.445908,14773100,1.9845469441476695
113,113,113,113,113,2019-07-08,85.279999,85.989998,83.059998,83.91999799999998,81.980576,20353800,2.0178741662982405
114,114,114,114,114,2019-07-15,83.809998,88.33000200000002,82.900002,87.489998,85.788147,32581400,1.9591953356771135
115,115,115,115,115,2019-07-22,87.360001,88.760002,87.269997,87.75,86.043083,23343200,1.9970370142450145
116,116,116,116,116,2019-07-29,88.059998,88.730003,84.739998,85.82,84.150635,24464200,2.022488930319273
117,117,117,117,117,2019-08-05,84.730003,87.050003,82.309998,86.620003,84.935066,27720900,1.9907642233630491
118,118,118,118,118,2019-08-12,86.389999,87.099998,83.519997,84.779999,83.13086700000002,23143900,2.021703279331249
119,119,119,119,119,2019-08-19,85.790001,86.129997,81.360001,81.93,80.33629599999998,21231900,2.034785780544367
120,120,120,120,120,2019-08-26,82.610001,85.620003,82.019997,85.32,83.66035500000002,19642400,1.960267229254571
121,121,121,121,121,2019-09-02,84.43,86.43,83.260002,86.040001,84.366348,16541400,1.9916317876379384
122,122,122,122,122,2019-09-09,86.339996,86.43,81.019997,84.269997,82.630783,21667300,2.021003964198551
123,123,123,123,123,2019-09-16,83.910004,84.5,82.849998,83.58000200000002,81.954208,20860000,2.0082555035114735
124,124,124,124,124,2019-09-23,83.43,84.029999,81.41999799999998,81.839996,80.248047,15262200,2.021261071420385
125,125,125,125,125,2019-09-30,82.190002,84.769997,78.769997,81.989998,80.395126,21670800,1.998170484160763
126,126,126,126,126,2019-10-07,81.400002,81.980003,78.510002,79.629997,78.081032,22113900,2.0296370851301178
127,127,127,127,127,2019-10-14,79.690002,83.690002,79.41999799999998,82.790001,81.50502,30757600,1.9618310911724717
128,128,128,128,128,2019-10-21,83.139999,83.279999,80.410004,81.650002,80.382713,23903900,2.0139620204785786
129,129,129,129,129,2019-10-28,81.800003,84.349998,81.760002,82.660004,81.377045,22651500,1.9877812490790587
130,130,130,130,130,2019-11-04,83.040001,83.889999,80.900002,83.739998,82.440269,27718600,1.9871030090065205
131,131,131,131,131,2019-11-11,83.309998,85.709999,83.269997,85.709999,84.3797,20745100,1.977015505507123
132,132,132,132,132,2019-11-18,85.709999,85.900002,82.360001,83.739998,82.440269,24556600,2.02352520954204
133,133,133,133,133,2019-11-25,83.910004,85.970001,83.879997,85.449997,84.12374100000002,19744400,1.9799883082500287
134,134,134,134,134,2019-12-02,85.57,85.910004,83.269997,85.480003,84.153275,18051400,1.9996489705317395
135,135,135,135,135,2019-12-09,85.120003,86.709999,83.760002,86.349998,85.009766,19096600,1.9899247826270938
136,136,136,136,136,2019-12-16,86.949997,89.239998,86.0,86.660004,85.31495699999998,31293500,1.996422732683003
137,137,137,137,137,2019-12-23,86.309998,87.75,86.279999,87.400002,86.04348,9676700,1.9915332038550753
138,138,138,138,138,2019-12-30,87.519997,87.790001,85.589996,85.889999,84.55690799999998,15683200,2.0175806615156673
139,139,139,139,139,2020-01-06,85.620003,86.989998,85.16999799999998,85.360001,84.035133,25846600,2.006208973685462
140,140,140,140,140,2020-01-13,85.5,89.199997,84.010002,89.0,87.61863699999998,30615600,1.9591011348314609
141,141,141,141,141,2020-01-20,88.860001,92.449997,88.610001,90.400002,89.37490799999998,28936400,1.9845132525550164
142,142,142,142,142,2020-01-27,89.110001,90.230003,86.900002,87.139999,86.151871,24542400,2.037411097514472
143,143,143,143,143,2020-02-03,87.779999,89.25,86.75,88.230003,87.229507,8580500,1.9876458805062038
