,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
30,30,30,30,30,30,30,30,30,2017-12-04,96.370003,96.720001,92.900002,95.949997,81.620514,25423100,2.003856206478047
31,31,31,31,31,31,31,31,31,2017-12-11,96.389999,98.870003,94.760002,97.449997,82.89649200000002,30075500,1.9846074905471778
32,32,32,32,32,32,32,32,32,2017-12-18,97.66999799999999,99.099998,97.220001,98.209999,83.54300699999997,16083000,1.9922614600576463
33,33,33,33,33,33,33,33,33,2017-12-25,98.150002,98.43,96.709999,96.709999,82.267014,9375900,2.0155102886517455
34,34,34,34,34,34,34,34,34,2018-01-01,97.139999,101.199997,96.75,101.110001,86.00990300000002,17441900,1.9564830189251012
35,35,35,35,35,35,35,35,35,2018-01-08,101.279999,101.279999,98.18,100.339996,85.354904,22859500,2.007673958846879
36,36,36,36,36,36,36,36,36,2018-01-15,100.260002,104.870003,100.0,104.639999,89.65123,25276000,1.9589066987663102
37,37,37,37,37,37,37,37,37,2018-01-22,104.699997,125.860001,104.099998,123.209999,105.561241,40011900,1.8492817129233157
38,38,38,38,38,38,38,38,38,2018-01-29,121.5,124.150002,111.290001,115.16999799999999,98.672882,54906800,2.0698098562092535
39,39,39,39,39,39,39,39,39,2018-02-05,113.0,116.849998,101.0,111.300003,95.357239,50088100,2.034770843627021
40,40,40,40,40,40,40,40,40,2018-02-12,112.57,119.199997,110.279999,118.599998,101.61158,32446700,1.9384486077310052
41,41,41,41,41,41,41,41,41,2018-02-19,117.720001,121.550003,116.58000200000001,118.75,101.740089,23745300,1.9987368252631579
42,42,42,42,42,42,42,42,42,2018-02-26,119.269997,122.0,111.809998,115.040001,98.561523,28476400,2.032249643321891
43,43,43,43,43,43,43,43,43,2018-03-05,114.0,119.660004,112.209999,119.290001,102.202751,24927400,1.964372537812285
44,44,44,44,44,44,44,44,44,2018-03-12,119.400002,121.449997,113.589996,113.709999,97.422028,28543900,2.0490722192337723
45,45,45,45,45,45,45,45,45,2018-03-19,113.739998,114.980003,95.519997,97.459999,83.499687,59265500,2.1667350725090815
46,46,46,46,46,46,46,46,46,2018-03-26,99.489998,99.910004,91.120003,94.650002,81.092224,43135500,2.029688293086354
47,47,47,47,47,47,47,47,47,2018-04-02,94.0,94.639999,88.220001,89.779999,76.919792,40913600,2.0542437408581393
48,48,48,48,48,48,48,48,48,2018-04-09,91.389999,94.480003,90.41999799999999,91.83000200000001,78.676132,32724000,1.9776761085119001
49,49,49,49,49,49,49,49,49,2018-04-16,92.889999,94.599998,91.400002,92.599998,80.15763100000002,23414600,1.9916847082437303
50,50,50,50,50,50,50,50,50,2018-04-23,92.93,99.349998,90.440002,98.730003,85.463959,35294400,1.9379114269853712
51,51,51,51,51,51,51,51,51,2018-04-30,99.050003,103.370003,96.519997,100.16999799999999,86.710464,39909400,1.985624488082749
52,52,52,52,52,52,52,52,52,2018-05-07,100.75,104.690002,98.699997,104.18,90.181664,31166600,1.9615089076598193
53,53,53,53,53,53,53,53,53,2018-05-14,104.400002,106.779999,103.589996,105.980003,91.73981500000001,37186900,1.983015635506257
54,54,54,54,54,54,54,54,54,2018-05-21,107.0,107.25,99.550003,101.08000200000001,87.498199,66536900,2.0484764632276122
55,55,55,55,55,55,55,55,55,2018-05-28,100.269997,103.160004,97.900002,98.050003,84.875328,90516300,2.030902589569528
56,56,56,56,56,56,56,56,56,2018-06-04,98.480003,100.5,97.620003,100.43,86.935532,35160400,1.976301931693717
57,57,57,57,57,57,57,57,57,2018-06-11,100.559998,101.08000200000001,97.510002,99.57,86.19109300000002,47101600,2.008637139700713
58,58,58,58,58,58,58,58,58,2018-06-18,99.150002,99.550003,93.43,93.489998,80.928055,34476400,2.0650337162270556
59,59,59,59,59,59,59,59,59,2018-06-25,93.470001,94.459999,90.809998,92.650002,80.200912,30010000,2.009066335476172
60,60,60,60,60,60,60,60,60,2018-07-02,92.059998,97.07,91.849998,96.91999799999999,83.897171,16918300,1.9559430861729898
61,61,61,61,61,61,61,61,61,2018-07-09,97.980003,98.949997,94.099998,96.629997,83.646126,25687400,2.0030011488047545
62,62,62,62,62,62,62,62,62,2018-07-16,96.760002,97.16999799999999,86.760002,88.910004,77.74945799999998,45952000,2.086829295385028
63,63,63,63,63,63,63,63,63,2018-07-23,89.16999799999998,94.559998,88.639999,90.559998,79.192337,41494300,1.9817801011877232
64,64,64,64,64,64,64,64,64,2018-07-30,90.66999799999999,96.849998,89.379997,96.529999,84.412941,31387500,1.938153930779591
65,65,65,65,65,65,65,65,65,2018-08-06,96.260002,98.349998,92.870003,95.800003,83.774567,29183100,2.0076199997613777
66,66,66,66,66,66,66,66,66,2018-08-13,96.0,99.150002,95.610001,98.809998,86.406746,31002500,1.9695375461904172
67,67,67,67,67,67,67,67,67,2018-08-20,99.33000200000001,100.230003,96.550003,97.400002,85.173737,17797800,2.0144763446719436
68,68,68,68,68,68,68,68,68,2018-08-27,98.110001,98.699997,95.720001,95.980003,83.931976,17746000,2.0147947380247526
69,69,69,69,69,69,69,69,69,2018-09-03,95.970001,95.970001,91.599998,94.16999799999999,82.349182,19112900,2.019220612067975
70,70,70,70,70,70,70,70,70,2018-09-10,94.980003,96.400002,92.040001,95.68,83.66964,17396700,1.984218206521739
71,71,71,71,71,71,71,71,71,2018-09-17,95.400002,96.160004,90.400002,92.260002,80.678947,38623800,2.0370691299139576
72,72,72,72,72,72,72,72,72,2018-09-24,92.300003,95.160004,91.949997,94.58000200000001,82.707726,23426900,1.9754705016817404
73,73,73,73,73,73,73,73,73,2018-10-01,94.739998,96.599998,92.910004,94.379997,82.532822,23968300,2.00211914607287
74,74,74,74,74,74,74,74,74,2018-10-08,94.07,95.389999,88.900002,90.690002,79.30603,27945900,2.040688002190142
75,75,75,75,75,75,75,75,75,2018-10-15,90.510002,92.410004,87.970001,87.970001,77.750381,22954100,2.030919642708655
76,76,76,76,76,76,76,76,76,2018-10-22,88.529999,88.529999,79.260002,80.790001,71.404488,39761400,2.0888723840961454
77,77,77,77,77,77,77,77,77,2018-10-29,82.150002,84.41999799999998,77.5,79.559998,70.31739,47108700,2.0154600682619424
78,78,78,78,78,78,78,78,78,2018-11-05,79.449997,89.709999,79.269997,88.790001,78.475128,47142100,1.8960468195061737
79,79,79,79,79,79,79,79,79,2018-11-12,88.75,92.0,85.959999,91.529999,80.896828,42906900,1.9700644812636783
80,80,80,80,80,80,80,80,80,2018-11-19,91.290001,92.339996,84.900002,85.629997,75.68222,19489900,2.06890111183818
81,81,81,81,81,81,81,81,81,2018-11-26,86.389999,94.269997,85.209999,94.269997,83.318497,29389500,1.9083483581738099
82,82,82,82,82,82,82,82,82,2018-12-03,94.32,94.980003,86.370003,86.959999,76.857712,29154300,2.0840616155020886
83,83,83,83,83,83,83,83,83,2018-12-10,86.66999799999998,90.16999799999999,84.599998,85.610001,75.664551,24052800,2.015769162296821
84,84,84,84,84,84,84,84,84,2018-12-17,85.07,88.709999,82.410004,84.91999799999998,75.05471,42255600,2.008125329913456
85,85,85,85,85,85,85,85,85,2018-12-24,84.849998,92.82,83.599998,91.120003,80.534454,24633400,1.931957805137473
86,86,86,86,86,86,86,86,86,2018-12-31,91.599998,92.989998,86.08000200000002,89.07,78.722588,29194300,2.0230156393847536
87,87,87,87,87,87,87,87,87,2019-01-07,90.07,92.300003,87.120003,88.309998,78.050888,36577500,2.0086060697227057
88,88,88,88,88,88,88,88,88,2019-01-14,86.970001,89.790001,84.449997,89.5,79.102646,31219700,1.9867038882681565
89,89,89,89,89,89,89,89,89,2019-01-21,88.860001,89.360001,79.43,80.540001,72.05660999999998,40315100,2.1112490549882166
90,90,90,90,90,90,90,90,90,2019-01-28,80.0,81.309998,75.769997,80.5,72.02082800000002,56228400,2.000496906832298
91,91,91,91,91,91,91,91,91,2019-02-04,80.300003,80.360001,77.519997,79.66999799999998,71.278244,33554700,2.010417999508422
92,92,92,92,92,92,92,92,92,2019-02-11,79.889999,81.699997,78.57,80.849998,72.333954,25392500,1.9854050707583195
93,93,93,93,93,93,93,93,93,2019-02-18,80.5,81.519997,78.099998,80.019997,71.59137700000002,22622300,2.01037241978402
94,94,94,94,94,94,94,94,94,2019-02-25,80.459999,80.860001,78.75,80.099998,71.66295600000002,28849100,1.9990012359301186
95,95,95,95,95,95,95,95,95,2019-03-04,80.400002,80.730003,77.089996,77.58000200000002,69.408394,29930400,2.032482546210813
96,96,96,96,96,96,96,96,96,2019-03-11,77.57,81.459999,77.269997,81.339996,72.77233100000002,39104300,1.9537743522878956
97,97,97,97,97,97,97,97,97,2019-03-18,81.339996,81.989998,79.260002,79.760002,71.35878000000002,27398200,2.0198093525624534
98,98,98,98,98,98,98,98,98,2019-03-25,79.5,81.190002,78.410004,80.589996,72.101334,23124700,1.989701029393276
99,99,99,99,99,99,99,99,99,2019-04-01,80.980003,84.730003,79.970001,83.449997,74.660095,26022900,1.9657279676115504
100,100,100,100,100,100,100,100,100,2019-04-08,83.699997,84.0,79.839996,80.779999,72.271339,24959500,2.033052711476265
101,101,101,101,101,101,101,101,101,2019-04-15,80.959999,81.510002,76.809998,77.57,70.319618,21722200,2.041381964677066
102,102,102,102,102,102,102,102,102,2019-04-22,77.599998,80.650002,76.910004,79.699997,72.250519,38568500,1.9732748170617873
103,103,103,103,103,103,103,103,103,2019-04-29,80.459999,80.980003,77.599998,78.709999,71.35305,30777200,2.0125777920540946
104,104,104,104,104,104,104,104,104,2019-05-06,77.75,79.519997,75.620003,77.449997,70.210831,22033200,2.0162685868147934
105,105,105,105,105,105,105,105,105,2019-05-13,76.300003,80.75,76.16999799999998,79.459999,72.03295899999998,25180400,1.9747042282243168
106,106,106,106,106,106,106,106,106,2019-05-20,79.019997,81.75,78.910004,80.059998,72.576874,20628700,1.992505633087825
107,107,107,107,107,107,107,107,107,2019-05-27,80.0,80.099998,76.400002,76.709999,69.53999300000001,18276300,2.043670956116164
108,108,108,108,108,108,108,108,108,2019-06-03,76.629997,78.379997,73.809998,77.43,70.192696,27547800,1.9907012656593048
109,109,109,109,109,109,109,109,109,2019-06-10,77.459999,79.339996,76.599998,78.690002,71.33493,19345600,1.9839877752195252
110,110,110,110,110,110,110,110,110,2019-06-17,78.400002,79.199997,76.43,78.779999,71.416512,30527900,1.9988576161317293
111,111,111,111,111,111,111,111,111,2019-06-24,78.410004,79.309998,65.059998,72.720001,65.922935,180919000,2.083333304684636
112,112,112,112,112,112,112,112,112,2019-07-01,73.5,74.970001,72.279999,72.989998,66.167694,49256700,1.9963009041320974
113,113,113,113,113,113,113,113,113,2019-07-08,72.519997,73.0,68.540001,70.279999,63.710991,60394300,2.0385600318520205
114,114,114,114,114,114,114,114,114,2019-07-15,70.309998,71.019997,68.0,68.540001,63.081093,50980100,2.0253866059908576
115,115,115,115,115,115,115,115,115,2019-07-22,68.5,69.139999,66.5,67.760002,62.363228,55245200,2.0115112009589375
116,116,116,116,116,116,116,116,116,2019-07-29,67.870003,68.410004,65.029999,65.349998,60.145157,52321600,2.0368784096978856
117,117,117,117,117,117,117,117,117,2019-08-05,64.980003,66.870003,63.310001,65.58000200000001,60.356846,50720500,1.9964927722936023
118,118,118,118,118,118,118,118,118,2019-08-12,65.239998,65.93,62.66,64.43,59.298435,39724000,2.017848859227068
119,119,119,119,119,119,119,119,119,2019-08-19,65.040001,68.459999,64.970001,65.970001,60.715778,44885800,1.9766560409783835
120,120,120,120,120,120,120,120,120,2019-08-26,66.43,67.029999,65.400002,65.739998,60.504101,31732100,2.003498676711246
121,121,121,121,121,121,121,121,121,2019-09-02,65.779999,68.120003,64.440002,67.620003,62.234364,30638900,1.9721975019729001
122,122,122,122,122,122,122,122,122,2019-09-09,67.959999,71.510002,65.650002,70.510002,64.894196,48531400,1.9590129213157585
123,123,123,123,123,123,123,123,123,2019-09-16,70.370003,73.0,69.720001,72.389999,66.62445799999999,39768000,1.9740296031776434
124,124,124,124,124,124,124,124,124,2019-09-23,72.33000200000002,75.139999,72.019997,74.849998,68.888527,40240200,1.9671342810189523
125,125,125,125,125,125,125,125,125,2019-09-30,74.949997,76.440002,71.57,74.660004,68.713669,40842400,2.0025447895770268
126,126,126,126,126,126,126,126,126,2019-10-07,74.720001,75.269997,73.199997,73.629997,67.765694,31630300,2.0139889588750086
127,127,127,127,127,127,127,127,127,2019-10-14,73.650002,77.16999799999998,73.389999,76.459999,71.396408,35649000,1.9629871561991519
128,128,128,128,128,128,128,128,128,2019-10-21,76.879997,78.660004,75.849998,76.529999,72.515587,31234100,1.9990853260039898
129,129,129,129,129,129,129,129,129,2019-10-28,76.66999799999998,82.18,76.489998,81.75,77.46176899999998,44125700,1.9361467767584097
130,130,130,130,130,130,130,130,130,2019-11-04,82.949997,85.459999,80.349998,85.209999,80.74026500000002,43832700,1.9593944485317971
131,131,131,131,131,131,131,131,131,2019-11-11,84.949997,89.190002,83.900002,88.629997,83.980873,40153300,1.9614126354985657
132,132,132,132,132,132,132,132,132,2019-11-18,88.339996,90.410004,85.309998,86.050003,81.536209,41608900,2.0299824975020626
133,133,133,133,133,133,133,133,133,2019-11-25,86.849998,88.809998,86.059998,87.730003,83.12808199999998,23708100,1.9808503369138153
134,134,134,134,134,134,134,134,134,2019-12-02,87.839996,88.029999,85.589996,86.980003,82.417427,34872200,2.008622671581191
135,135,135,135,135,135,135,135,135,2019-12-09,87.220001,89.089996,86.209999,87.839996,83.23230699999998,32960800,1.9902095510113638
136,136,136,136,136,136,136,136,136,2019-12-16,88.379997,91.989998,88.260002,89.290001,84.606247,46545200,1.9837607236671437
137,137,137,137,137,137,137,137,137,2019-12-23,89.529999,90.720001,88.83000200000002,89.199997,84.520973,15860500,2.0010090134868506
138,138,138,138,138,138,138,138,138,2019-12-30,89.220001,89.730003,87.879997,88.699997,84.047203,23344600,2.0056369787701347
139,139,139,139,139,139,139,139,139,2020-01-06,88.220001,90.290001,87.980003,89.059998,84.388306,37825300,1.9959577699518927
140,140,140,140,140,140,140,140,140,2020-01-13,89.5,89.879997,86.769997,88.0,83.38391899999998,43854700,2.0120454318181817
141,141,141,141,141,141,141,141,141,2020-01-20,87.68,88.529999,82.760002,83.540001,80.227333,45473100,2.053387586145708
142,142,142,142,142,142,142,142,142,2020-01-27,85.050003,85.93,80.410004,81.019997,77.807259,52889700,2.031103481773765
143,143,143,143,143,143,143,143,143,2020-02-03,81.309998,84.709999,80.91999799999998,84.360001,81.014809,18397900,1.9604077292507383
